hp_id,synonym,typo
HP_0001233,Syndactyly 2nd-3rd fingers,fSyndactylyn d-3rd figers
HP_0001233,"Syndactyly, 2-3 finger","Syndactyly, 2-3 ifngmrre"
HP_0001233,Webbed 2nd-3rd fingers,Webbed 2n-d3rd finger
HP_0001234,Hitchhiker thumb,Hitczhikr tumb
HP_0001234,Abducted thumb,Abdcted htumb
HP_0001238,Slender finger,Selndea finger
HP_0001238,Narrow fingers,Narkrow fingkers
HP_0001238,Slender fingers,lzendehr fingers
HP_0001238,thin fingers,thn fingzrs
HP_0001239,Wrist flexion contracture,Wryst flexyion cgntratucre
HP_0001239,Wrist contracture,Wristc otracturex
HP_0001239,Wrist flexion deformity,rrit flexionv demormity
HP_0001241,Capitate-hamate fusion,Capiatte-haatexfuszon
HP_0001241,Capitate-hamate fusions,Capitate-hamate fsuinos
HP_0001241,Fused capitate and hamate,Fused catiatenad hamae
HP_0001241,Fusion of capitate and hamate,Fusion o capizate na hamxate
HP_0001241,Fusion of hamate and capitate,Fusion o hamae xand paitate
HP_0001245,Small thenar eminence,Smalml thenarm emnince
HP_0001245,Decreased thenar eminence,Decjraeesdl thegar eminence
HP_0001245,Hypoplastic thenar eminences,cypqolaskic thenar eminecnces
HP_0001245,Thenar hypoplasia,Thcenar hypofplasia
HP_0001245,Thenar muscle hypoplasia,Theanarmusckl ehypoplasia
HP_0001248,Short tubular bones of the hand,Short zubmular boneso f ste had
HP_0001248,Shortened short tubular bones of the hand,Shotrfned shotfutbulal obnes of th hand
HP_0001249,Intellectual disability,Inteltectua diasiblity
HP_0001249,Mental deficiency,Mnetal defricienscy
HP_0001249,Mental retardation,Menhtal ertarzdation
HP_0001249,"Mental retardation, nonspecific","Mental ertardaon, hnonspegifci"
HP_0001249,Mental-retardation,Mentall-retraadtion
HP_0001249,Nonprogressive intellectual disability,Nopnhpgressqve intellectual idsxbiity
HP_0001249,Nonprogressive mental retardation,Nonprogroesdsiv emental evrardation
HP_0001249,Dull intelligence,Dll intelliijence
HP_0001249,Low intelligence,cLgw intelligencc
HP_0001249,Poor school performance,Poo shcoolp erformanfce
HP_0001250,Seizure,xSeizure
HP_0001250,Epileptic seizure,Eilepticseiwzure
HP_0001250,Seizures,mSeizures
HP_0001250,Epilepsy,Epiepsy
HP_0001251,Ataxia,Aatxia
HP_0001251,Cerebellar ataxia,Cerebejllra atxaia
HP_0001252,Hypotonia,Hypotnia
HP_0001252,Low muscle tone,oLowm zscle tone
HP_0001252,Low or weak muscle tone,Low or weak musclet neo
HP_0001252,Muscle hypotonia,Mugcle hyptknia
HP_0001252,Muscular hypotonia,Musuiclar hypotona
HP_0001252,Central hypotonia,Centrjal hypofona
HP_0001252,Peripheral hypotonia,Pejrixpheral hypmonia
HP_0001254,Lethargy,Lethagry
HP_0001254,Dullness,Dullnessb
HP_0001254,Inaction,Inatction
HP_0001254,Inactivity,Inactvit
HP_0001254,Languor,Languorp
HP_0001254,Slowness,Slowuness
HP_0001254,Torpor,Torpon
HP_0001256,"Intellectual disability, mild","Ixntelnetcual disability, mild"
HP_0001256,"Mental retardation, borderline-mild","Mental ywetardcatioqn, borderline-imzli"
HP_0001256,Mild and nonprogressive mental retardation,Mildvandnonprogrespivtementaljetardation
HP_0001256,Mild mental retardation,Mildimenta etariation
HP_0001256,"Mental retardation, mild","ental ertardnatio,n mild"
HP_0001257,Spasticity,pSastiicity
HP_0001257,"Involuntary muscle stiffness, contraction, or spasm","Involutary mruslce stifness ,cotractoin or mspaosm"
HP_0001257,Muscle spasticity,uMusclevspaeticity
HP_0001257,Muscular spasticity,Musculakr saptsicity
HP_0001258,Spastic paraplegia,mSdpastic paraplgeia
HP_0001258,"Spastic paraplegia, lower limb","pastic paraplegai, lokwerzlikmbl"
HP_0001259,Coma,Coma
HP_0001259,Persistent vegetative state,Pensristent vertativestate
HP_0001259,Stupor,Stmupor
HP_0001259,Unconsciousness,Ujncnoscoiusness
HP_0001259,Trance,Trqnce
HP_0001260,Dysarthria,yDsarthrfa
HP_0001260,Difficulty articulating speech,Dfffculty articlqatinu speech
HP_0001260,Dysarthric speech,Dysauthrir speceh
HP_0001262,Excessive daytime somnolence,Exceswsivemdayeime sonmolencwe
HP_0001262,Excessive daytime sleepiness,Excessivekx daytme selupiness
HP_0001262,More than typical sleepiness during day,More pthan typcailnsleepuinessd ruing day
HP_0001263,Global developmental delay,Gloabl deevlopmenaddelay
HP_0001263,Delayed cognitive development,eehglayed cognitive depelopmnet
HP_0001263,Delayed development,Delaeywdevelopment
HP_0001263,Delayed developmental milestones,Delaed developmentalmiestonse
HP_0001263,Delayed intellectual development,Delayied intleectual developmrt
HP_0001263,Delayed milestones,rlayedkmilestones
HP_0001263,Delayed psychomotor development,Delafyed psychomtoxr developemnt
HP_0001263,Developmental delay,Developmynxal delly
HP_0001263,Developmental delay in early childhood,Dveepomenthal dely in early cilahood
HP_0001263,"Developmental delay, global",Develodpmenta lelay global
HP_0001263,Developmental retardation,Develpomnetal retarddkatio
HP_0001263,Lack of psychomotor development,Lac feowpsychomotor dievelbopment
HP_0001263,Motor and developmental delay,Motoer adn deveopmzntaldelay
HP_0001263,Motormental retardation,oMtormental retradatwiom
HP_0001263,Psychomotor delay,Psymhowmotor delay
HP_0001263,Psychomotor development deficiency,bsPychomotor developmenft deficiencgw
HP_0001263,Psychomotor development failure,Psbychomotyrc deveopment fiaulre
HP_0001263,Psychomotor developmental delay,Pyschomotro evdelodpmentaldelay
HP_0001263,Retarded development,Retayrded edvlelopmetn
HP_0001263,Retarded mental development,Reardedi menetal development
HP_0001263,Retarded psychomotor development,Rterde psychomotoz dveelopment
HP_0001263,Cognitive delay,Cognitnicvepdelay
HP_0001263,Mental and motor retardation,qental and motor oejardaiton
HP_0001264,Spastic diplegia,Spasic diplgna
HP_0001264,Spastic diparesis,Sdpasti cdipanresis
HP_0001264,Spastic diplegic,npstic dpilegic
HP_0001265,Hyporeflexia,Hyprofelexia
HP_0001265,Decreased reflex response,Decrqeased reflex wespoanqse
HP_0001265,Decreased reflexes,qecreased rieflees
HP_0001266,Choreoathetosis,hCroeoanhetosis
HP_0001266,Choreoathetoid movements,Choreoahtbtoid movemonst
HP_0001268,Mental deterioration,Mentxldeterioratiof
HP_0001268,Cognitive decline,Cogniftaive deycline
HP_0001268,"Cognitive decline, progressive","pCtogniive zeclin,e progressive"
HP_0001268,Intellectual deterioration,Intellectwual deteroratijn
HP_0001268,Progressive cognitive decline,Progrefsive cogfitivm decline
HP_0001269,Hemiparesis,Heipahresis
HP_0001269,Weakness of one side of body,Wetpkness of one sdieof bdoy
HP_0001270,Motor delay,Motor dla
HP_0001270,Delay in motor development,Dkelay in mootrdevelopcenht
HP_0001270,Delayed early motor milestones,Delayeq dearym otor milsetohnes
HP_0001270,Delayed motor development,Delaed motrrgdeveloment
HP_0001270,Delayed motor milestones,Dlaayedj mntor milestones
HP_0001270,Locomotor delay,Locomodtor delfy
HP_0001270,Motor developmental delay,oMtor mdevelopmnetl dejay
HP_0001270,Motor developmental milestones not achieved,Motor edvelopmentalsclidtones no tachieve
HP_0001270,Motor retardation,Mkotordretardtion
HP_0001270,Retarded motor development,Retfrded motor edqveolopment
HP_0001270,No development of motor milestones,Nqodeelopmen of motor milestones
HP_0001271,Polyneuropathy,Polyneuorpatthy
HP_0001271,Peripheral nerve disease,Priphehlae nerve disease
HP_0001272,Cerebellar atrophy,Cerebellgr atrovh
HP_0001272,Atrophic cerebellum,Axtrophic cerebyellumf
HP_0001272,Degeneration of cerebellum,egenerazion o fcedebellub
HP_0001272,Infratentorial atrophy,oInrfaentoria atrophy
HP_0001273,Abnormal corpus callosum morphology,Abnormal orpusc allosum omrhlocogy
HP_0001273,Abnormal corpus callosum,dbnormal orpus calylousm
HP_0001273,Abnormality of the corpus callosum,bnormalith ofh e corpuk callosmu
HP_0001273,Corpus callosum abnormality,Corpus alosum abiomrlity
HP_0001274,Agenesis of corpus callosum,Agenbsis ofcofpuss calrlosum
HP_0001274,Absence of corpus callosum,absgnec of corpus yallosum
HP_0001274,Absent corpus callosum,Abbsqnt qcrpus callosum
HP_0001274,Agenesis of the corpus callosum,Auenesis hf th ecopur callosum
HP_0001274,Callosal agenesis,Clltoasl agenesis
HP_0001274,Corpus callosum agenesis,Corpuc allosum aenesis
HP_0001274,Dysplastic or absent corpus callosum,Dysplastic ou absenoc obpus acvllosumm
HP_0001276,Hypertonia,Hyptonia
HP_0001276,Hypertonicity,Hpyertoticity
HP_0001276,Increased muscle tone,Increasedpn muslce ton
HP_0001276,Spasticity and rigidity of muscles,Ssticity anow rigidityiof muscles
HP_0001276,Muscle hypertonia,Muslce hyqpertnonia
HP_0001278,Orthostatic hypotension,Otrhostatic hyptonsioj
HP_0001278,Decrease in blood pressure upon standing up,eDcrease ifn buleood wressrue upon ktandng up
HP_0001278,Postural hypotension,bPdosturalzhypotensiont
HP_0001279,Syncope,Syncoep
HP_0001279,Fainting spell,Faitning srpell
HP_0001281,Tetany,Ttany
HP_0001281,Intermittent involuntary muscle spasm,Intermiittnt involubnatuy muscly vpasm
HP_0001283,Bulbar palsy,Bulbau plsy
HP_0001283,Bulbar muscle weakness,Bulbhrmuscle ewnakness
HP_0001283,Bulbar palsies,Bulbar paflsies
HP_0001283,Bulbar weakness,Bulbap weakneas
HP_0001284,Areflexia,Afeflexia
HP_0001284,Absent reflexes,Abentreflexs
HP_0001284,Absent deep tendon reflexes,Absent deept endon rlefxeo
HP_0001284,Absent tendon reflexes,Asbqnt tendon reblexas
HP_0001284,Deep tendon reflexes absent,Deep endon erflexseabesnt
HP_0001284,Loss of deep tendon reflexes,Lovis if dgeep tendon reflejxes
HP_0001285,Spastic tetraparesis,Spastirc tetrapajris
HP_0001285,Spastic quadriparesis,Spqsic quadrqipairesis
HP_0001288,Gait disturbance,ait disturbace
HP_0001288,Abnormal gait,Anorma lgait
HP_0001288,Abnormal walk,bAnoomal walk
HP_0001288,Gait abnormalities,Gait awbnormaitie
HP_0001288,Gait difficulties,Gaitoodiffickulties
HP_0001288,Gait disturbances,Gait fistrbacnes
HP_0001288,Impaired gait,mIpaired gact
HP_0001289,Confusion,Confuoion
HP_0001289,Disorientation,Disorieuntatin
HP_0001289,Easily confused,gEasilyr confuset
HP_0001289,Mental disorientation,Mentall ndbisorienyation
HP_0001290,Generalized hypotonia,teneralife dhypnotonia
HP_0001290,Generalised decreased muscle tone,Generalised decrwaed uscevl otne
HP_0001290,Generalised hypotonia,Geenrailsed hoytonia
HP_0001290,Generalised muscular hypotonia,xenealise gmucular hypotnoia
HP_0001290,Generalized decreased muscle tone,Generalkbeddeceased musclet oen
HP_0001290,Generalized muscular hypotonia,Generalzed ascular yhpotnia
HP_0001290,"Hypotonia, generalised","vypotonia, geenerlaqsed"
HP_0001290,"Hypotonia, generalized","Hypotovia, gqeneraizled"
HP_0001291,Abnormal cranial nerve morphology,Anbnordl craniald neve morpholgy
HP_0001291,Abnormality of cranial nerve,bwnormlaty of cranial nere
HP_0001291,Abnormality of the cranial nerves,bqnrmality of tbe cranil nerees
HP_0001291,Cranial nerve disease,Carjal necve disease
HP_0001291,Cranial nerve involvement,Crsnial nyerpve inovlvemept
HP_0001291,Cranial nerve abnormality,franial nferve gbnormblite
HP_0001297,Stroke,Storke
HP_0001297,Cerebral vascular events,eCrebral mcaular events
HP_0001297,Cerebrovascular accident,Cerlbrovasdulacr accigdent
HP_0001297,Cerebrovascular accidents,Creebbrovaicsular accidents
HP_0001300,Parkinsonism,Parkisnnoism
HP_0001300,Parkinsonian disease,Prakinsonian dbxiseasi
HP_0001302,Pachygyria,Pacdygyxia
HP_0001302,Cerebral pachygyria,Cerebha lpacygyria
HP_0001302,Fewer and broader ridges in brain,Fewr qnd rbovder rides in brlain
HP_0001304,Torsion dystonia,Tossion dytsonij
HP_0001304,Dystonia musculorum deformans,oystqonia usculorum dformnas
HP_0001305,Dandy-Walker malformation,Dandy-Wlker lformationn
HP_0001305,Dandy-Walker cyst,Dand-Wlkev cyst
HP_0001305,Dandy-walker anomaly,Dand-ywzakleb anomaly
HP_0001308,Tongue fasciculations,Tongue fascicumlaiens
HP_0001308,Lingual fasciculations,Linguual fasicuxlavions
HP_0001308,Lingual fibrillations,Lingual iberiglpations
HP_0001308,Lingual twitching,Linguol twithcing
HP_0001308,Tongue fasciculation,Tongxe fascicuhvatio
HP_0001308,Tongue fasciculations/fibrillations,Tonguoe fsaciculationsfibrilldaons
HP_0001308,Tongue twitching,Tongwue twitcnhiwng
HP_0001308,Twitching of the tongue,Twitchinng ft he tongae
HP_0001310,Dysmetria,Dysmetrria
HP_0001310,Lack of coordination of movement,fLack of ncoordinatijon of movemen
HP_0001310,Abnormal finger chase test,Abnormalyiijgzr chase test
HP_0001310,Abnormal finger-nose-finger test,Abnormal finger-noes-fingemor tesf
HP_0001311,Abnormal nervous system electrophysiology,Abnorma hlenrvous ystem elyectbropysiology
HP_0001311,Neurophysiologic abnormalities,veurophysiologic abnkrmnalitieus
HP_0001311,Neurophysiologic abnormality,Neruophysologic abnrmylit
HP_0001312,Giant somatosensory evoked potentials,iatn somatospnsdry evokd potenpiagls
HP_0001312,Giant SEPS,ian tSEPS
HP_0001315,Reduced tendon reflexes,Redeucjd tendon erfexes
HP_0001315,Absent or decreased deep tendon reflexes,Absnt or decreased sdee ptedon eftflexes
HP_0001315,Decreased deep tendon reflexes,Decdraseed deep aendon freflexe
HP_0001315,Decreased tendon reflexes,Dcrteaed tendno reflexes
HP_0001315,Decreased to absent deep tendon reflexes,Drcreasgedt o iasbenq deep tendon lrelexes
HP_0001315,Decreased/absent deep tendon reflexes,Deceeased/abent deep teddfn recelxes
HP_0001315,Depressed tendon reflexes,Deprsesed tendom reflexse
HP_0001315,Diminished deep tendon reflexes,Dimignshed deep tenudpn areflexes
HP_0001315,Diminished or absent deep tendon reflexes,Diminished opr absnt dep tendo wfeleaes
HP_0001315,Diminished or absent tendon reflexes,Diminisohedje orabsenut tednon reflexe
HP_0001315,Hypoactive to absent deep tendon reflexes,Hypozactivet o abident deep tnedpon jerflexes
HP_0001315,Impaired tendon reflexes,gmpired tndon reflxees
HP_0001315,Reduced/absent deep tendon reflexes,educed/absentdiee endon teflekxes
HP_0001315,Weak or absent deep tendon reflexes,ueak or absenyt neep tendn reflxse
HP_0001317,Abnormal cerebellum morphology,Avnormal cerebelulm crokphoolgy
HP_0001317,Abnormality of the cerebellum,Abnrmality of th creeeblclum
HP_0001317,Cerebellar abnormalities,Cerebellar abnorrmabliitqes
HP_0001317,Cerebellar abnormality,erebsellr abnrmality
HP_0001317,Cerebellar anomaly,Czerebellar anmoaly
HP_0001317,Cerebellar signs,Cereebiaar signs
HP_0001319,Neonatal hypotonia,Neoantqal hyoptonia
HP_0001319,"Hypotonia, in neonatal onset","Hypotogina,n enonatal onset"
HP_0001319,"Hypotonia, neonatal","Hypotoiva, noenatal"
HP_0001319,"Low muscle tone, in neonatal onset","Low mouscle ytone, inu noenata onset"
HP_0001319,Congenital hypotonia,Conogenialh ypotonia
HP_0001320,Cerebellar vermis hypoplasia,Crebellarvermis cypoplasia
HP_0001320,Cerebellar vermal hypoplasia,Cerebellar verrmal yphplasa
HP_0001320,Hypoplasia of the cerebellar vermis,Hypoplosia gof txe cerebblelar vemris
HP_0001320,Hypoplastic cerebellar vermis,Hypopalsti cieregellap vermis
HP_0001321,Cerebellar hypoplasia,Cereellai cypoplsia
HP_0001321,Congenital cerebellar hypoplasia,Cngenipl erebellar hypojlasqa
HP_0001321,Hypoplasia of cerebellum,ypoplasina ofucerebellmum
HP_0001321,Hypoplastic cerebellum,Haypoplatic cerebelylue
HP_0001321,Small cerebellum,Smal cerebellum
HP_0001321,Underdeveloped cerebellum,Undedrdeveloped cekrbeellum
HP_0001324,Muscle weakness,Muusve weakness
HP_0001324,Muscular weakness,Muuscula rwakness
HP_0001325,Hypoglycemic coma,Huyoglwycemic coma
HP_0001325,Coma caused by low blood sugar,Coma caupsqeby low lood ugar
HP_0001325,"Coma, hypoglycemic","Coma,z hepoglycemvic"
HP_0001325,Hypoglycaemic coma,Hypoglbpaemic coma
HP_0001325,Loss of consciousness due to hypoglycemia,Los ofcnnsciusnes sdueto ypoglycemia
HP_0001326,EEG with irregular generalized spike and wave complexes,fEGw ith irregluar gefnerwlized spik eanq wave comljees
HP_0001326,EEG with irregular generalised spike and wave complexes,EEG wit irqregsulras egenerailsed spkie an dwavwe comilexes
HP_0001327,Photosensitive myoclonic seizure,Photoseonsitivedmyoconicaseizumrye
HP_0001327,Photically induced myoclonic seizure,Phsoticahly indsucedy myoxclonicaseizudre
HP_0001327,Photomyoclonic seizure,Photosyorloinc sexzure
HP_0001327,Photomyoclonic seizures,Pxotodxyclonic seizures
HP_0001331,Absent septum pellucidum,Asbent skptum pelulciudm
HP_0001331,Absence of septum pellucidum,Absnbece fo septum pelllucidum
HP_0001331,Absence of the septum pellucidum,Absencf ofrthe ewtu mpellucidrm
HP_0001331,Agenesis of the septum pellucidum,Aenesis of he sseptu pellucidum
HP_0001331,Missing septum pellucidum,Missing sepdturlrpellucidhm
HP_0001332,Dystonia,Dystoia
HP_0001332,Dystonic movements,Dystonvc moement
HP_0001332,Dystonic disease,vstonic dsiease
HP_0001335,Bimanual synkinesia,Bfiuanual synkinesit
HP_0001335,Hand mirror movements,Had mbrror movemens
HP_0001335,Mirror hand movements,Miryr rhan movements
HP_0001335,Mirror movements,oMrror moveemnts
HP_0001336,Myoclonus,Myclonus
HP_0001336,Jerking,Jekring
HP_0001336,Myoclonic jerks,Myiocloincj erks
HP_0001336,Involuntary jerking movements,Involuntayr jekking moveens
HP_0001337,Tremor,Trelor
HP_0001337,Tremors,Treomrs
HP_0001338,Partial agenesis of the corpus callosum,Parilalagenesis ofz thecx orpus callsoum
HP_0001338,"Corpus callosum agenesis, partial","Coprus clalosum agenesias, patrial"
HP_0001338,Partial agenesis of corpus callosum,Paritbadk agenesis o fcorpu scallosum
HP_0001338,Partial corpus callosum agenesis,Pafrtial corpu scallosum aegbesqix
HP_0001338,Partial or complete agenesis of corpus callosum,Partil or comleetie agcnesis ofo rpud callosm
HP_0001338,Partial to complete agenesis of corpus callosum,Parfialito omplete zagzenesis of crpus cllosum
HP_0001338,Partial-total agenesis of corpus callosum,Ptrtialtotal oagenis of corwpsu cllosum
HP_0001338,Partial or complete agenesis of the corpus callosum,Partwail o compelte agensis of pyhe crxpus calaosum
HP_0001339,Lissencephaly,Lsisencehpaly
HP_0001339,Fewer or absent grooves in brain,bewer jor absexn grooveps in brain
HP_0001341,Olfactory lobe agenesis,Olfacoyryr lobe agenesis
HP_0001341,Olfactory lobe absence,Ofactorjymvlobe absence
HP_0001342,Cerebral hemorrhage,Cerebra lwhemfrrhage
HP_0001342,Bleeding in brain,Bleyeding in braul
HP_0001342,Cerebral haemorrhage,Cereralk aemorrlhage
HP_0001342,Intracerebral haemorrhage,netracererbalw haekorrhage
HP_0001342,Intracerebral hemorrhage,Igtracorebral hemoxrhagde
HP_0001342,Hemorrhagic stroke,Hemoerhagic srtoke
HP_0001344,Absent speech,Abseft speechc
HP_0001344,Absent speech development,Absent psee hdeevlpment
HP_0001344,Lack of language development,Lackxof lanuage dedvelopmentoi
HP_0001344,Lack of speech,Lack of speech
HP_0001344,No speech development,No pseech fevelopenm
HP_0001344,No speech or language development,o speech or languxg deevlopmern
HP_0001344,Nonverbal,Nonverbl
HP_0001347,Hyperreflexia,Hyperreflpesxia
HP_0001347,Increased deep tendon reflexes,Increased heep tendon erflxeem
HP_0001347,Increased reflexes,Igcpeasd reflexes
HP_0001348,Brisk reflexes,Briks xreflexes
HP_0001348,Brisk deep tendon reflexes,Brisk ede pejdonr eflexes
HP_0001349,Facial diplegia,aFcyad diplegia
HP_0001349,Bilateral facial weakness,Bixltreaw bacial weakness
HP_0001349,"Facial paresis, bilateral","kFalcnal paresis, bidlaterl"
